establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
WAFFLE HOUSE,2914 MEMORIAL DRIVE,ATLANTA,1,50,PM,3,35,PM,2015-05-19,Ricado J. Dyall,Routine,2,884984,93,A,Food,2015-05-19T13:50:00Z,2015-05-19T15:35:00Z,1.75
WAFFLE HOUSE,1194 COLUMBIA DRIVE,DECATUR,1,30,PM,3,25,PM,2015-06-19,Raeni Battles,Routine,2,886553,87,B,Food,2015-06-19T13:30:00Z,2015-06-19T15:25:00Z,1.9166666666666667
WAFFLE HOUSE,1194 COLUMBIA DRIVE,DECATUR,8,0,AM,9,50,AM,2014-11-24,Raeni Battles,Routine,2,886553,98,A,Food,2014-11-24T08:00:00Z,2014-11-24T09:50:00Z,1.8333333333333333
WAFFLE HOUSE  #1156,1856 MOUNTAIN INDUSTRIAL BOULEVARD,TUCKER,7,40,AM,9,45,AM,2015-06-18,Kalin Bright (5/21/2020),Follow-Up,2,446897,89,B,Food,2015-06-18T07:40:00Z,2015-06-18T09:45:00Z,2.0833333333333335
WAFFLE HOUSE  #1156,1856 MOUNTAIN INDUSTRIAL BOULEVARD,TUCKER,11,35,AM,2,0,PM,2015-05-28,Not posted,Routine,2,446897,72,C,Food,2015-05-28T11:35:00Z,2015-05-28T14:00:00Z,2.4166666666666665
WAFFLE HOUSE  #1156,1856 MOUNTAIN INDUSTRIAL BOULEVARD,TUCKER,3,20,PM,4,45,PM,2014-12-18,Glenn Knox,Routine,2,446897,92,A,Food,2014-12-18T15:20:00Z,2014-12-18T16:45:00Z,1.4166666666666667
WAFFLE HOUSE  #295,2812 BUFORD HIGHWAY,ATLANTA,8,20,AM,10,0,AM,2015-07-14,See Comments,Routine,2,440396,85,B,Food,2015-07-14T08:20:00Z,2015-07-14T10:00:00Z,1.6666666666666667
WAFFLE HOUSE  #295,2812 BUFORD HIGHWAY,ATLANTA,7,55,AM,9,25,AM,2014-12-02,Morgan Johnson,Routine,2,440396,91,A,Food,2014-12-02T07:55:00Z,2014-12-02T09:25:00Z,1.5
WAFFLE HOUSE # 1042,4532 CHAMBLEE DUNWOODY RD,ATLANTA,2,30,PM,3,55,PM,2015-06-25,Brandy Rawls,Routine,2,884536,80,B,Food,2015-06-25T14:30:00Z,2015-06-25T15:55:00Z,1.4166666666666667
WAFFLE HOUSE # 1042,4532 CHAMBLEE DUNWOODY RD,ATLANTA,11,30,AM,12,35,PM,2015-03-02,Misty D. Green,Routine,2,884536,88,B,Food,2015-03-02T11:30:00Z,2015-03-02T12:35:00Z,1.0833333333333333
WAFFLE HOUSE # 922,4065 PEACHTREE ROAD,ATLANTA,2,15,PM,3,25,PM,2015-08-12,Fatima Farroq,Routine,2,884535,96,A,Food,2015-08-12T14:15:00Z,2015-08-12T15:25:00Z,1.1666666666666667
WAFFLE HOUSE # 922,4065 PEACHTREE ROAD,ATLANTA,2,0,PM,3,5,PM,2015-04-21,Harrwl Williamson,Routine,2,884535,93,A,Food,2015-04-21T14:00:00Z,2015-04-21T15:05:00Z,1.0833333333333333
WAFFLE HOUSE # 922,4065 PEACHTREE ROAD,ATLANTA,11,5,AM,12,20,PM,2014-12-11,Harrel Williamson,Routine,2,884535,97,A,Food,2014-12-11T11:05:00Z,2014-12-11T12:20:00Z,1.25
WAFFLE HOUSE #100,2842 PANOLA ROAD,LITHONIA,12,10,PM,1,40,PM,2015-04-14,Eunice Louis 10/2019,Routine,2,449423,91,A,Food,2015-04-14T12:10:00Z,2015-04-14T13:40:00Z,1.5
WAFFLE HOUSE #1000,2840 EAST COLLEGE AVENUE,DECATUR,11,10,AM,12,50,PM,2015-03-20,Not Posted,Routine,2,444541,82,B,Food,2015-03-20T11:10:00Z,2015-03-20T12:50:00Z,1.6666666666666667
WAFFLE HOUSE #1600,2255 PANOLA ROAD,LITHONIA,2,30,PM,4,15,PM,2015-10-06,Yenka Truitt,Routine,2,880668,85,B,Food,2015-10-06T14:30:00Z,2015-10-06T16:15:00Z,1.75
WAFFLE HOUSE #1600,2255 PANOLA ROAD,LITHONIA,2,45,PM,4,0,PM,2015-06-08,Yenka Truitt,Routine,2,880668,92,A,Food,2015-06-08T14:45:00Z,2015-06-08T16:00:00Z,1.25
WAFFLE HOUSE #1600,2255 PANOLA ROAD,LITHONIA,2,20,PM,3,50,PM,2015-02-02,Yenka Truitt,Follow-Up,2,880668,93,A,Food,2015-02-02T14:20:00Z,2015-02-02T15:50:00Z,1.5
WAFFLE HOUSE #1600,2255 PANOLA ROAD,LITHONIA,2,20,PM,4,10,PM,2015-01-06,Yenka Truitt,Routine,2,880668,74,C,Food,2015-01-06T14:20:00Z,2015-01-06T16:10:00Z,1.8333333333333333
WAFFLE HOUSE #1671,8060 ROCKBRIDGE ROAD,LITHONIA,12,5,PM,2,5,PM,2015-09-10,Bobby Strong,Routine,2,880947,82,B,Food,2015-09-10T12:05:00Z,2015-09-10T14:05:00Z,2
WAFFLE HOUSE #1671,8060 ROCKBRIDGE ROAD,LITHONIA,7,15,AM,8,35,AM,2015-05-12,Bobby L. Strong,Routine,2,880947,89,B,Food,2015-05-12T07:15:00Z,2015-05-12T08:35:00Z,1.3333333333333333
WAFFLE HOUSE #1671,8060 ROCKBRIDGE ROAD,LITHONIA,11,40,AM,1,25,PM,2015-01-12,Stenneth S. Smith,Follow-Up,2,880947,89,B,Food,2015-01-12T11:40:00Z,2015-01-12T13:25:00Z,1.75
WAFFLE HOUSE #1671,8060 ROCKBRIDGE ROAD,LITHONIA,10,50,AM,1,25,PM,2014-11-24,Stenneth S. Smith,Routine,2,880947,73,C,Food,2014-11-24T10:50:00Z,2014-11-24T13:25:00Z,2.5833333333333335
WAFFLE HOUSE #1700,5970 MEMORIAL DRIVE,STONE MOUNTAIN,11,0,AM,12,45,PM,2015-07-24,Michael A. Lawson,Routine,2,881441,83,B,Food,2015-07-24T11:00:00Z,2015-07-24T12:45:00Z,1.75
WAFFLE HOUSE #1700,5970 MEMORIAL DRIVE,STONE MOUNTAIN,2,30,PM,4,20,PM,2015-03-20,Michael A. Lawson,Routine,2,881441,84,B,Food,2015-03-20T14:30:00Z,2015-03-20T16:20:00Z,1.8333333333333333
WAFFLE HOUSE #1800,5600 BUFORD HIGHWAY,DORAVILLE,12,40,PM,2,5,PM,2015-03-30,Greg Burke,Routine,2,883273,95,A,Food,2015-03-30T12:40:00Z,2015-03-30T14:05:00Z,1.4166666666666667
WAFFLE HOUSE #2074,3451 TRINITY CIRCLE,DECATUR,12,5,PM,1,25,PM,2015-06-02,Ronel Salters 7/18,Routine,2,886178,87,B,Food,2015-06-02T12:05:00Z,2015-06-02T13:25:00Z,1.3333333333333333
WAFFLE HOUSE #313,4300 COVINGTON HIGHWAY,DECATUR,8,55,AM,10,25,AM,2015-09-17,Jean Gaskins,Follow-Up,2,881247,96,A,Food,2015-09-17T08:55:00Z,2015-09-17T10:25:00Z,1.5
WAFFLE HOUSE #313,4300 COVINGTON HIGHWAY,DECATUR,11,10,AM,12,55,PM,2015-08-18,Jean Gaskins,Routine,2,881247,75,C,Food,2015-08-18T11:10:00Z,2015-08-18T12:55:00Z,1.75
WAFFLE HOUSE #313,4300 COVINGTON HIGHWAY,DECATUR,11,55,AM,1,45,PM,2015-04-21,Jean Gaskins,Routine,2,881247,94,A,Food,2015-04-21T11:55:00Z,2015-04-21T13:45:00Z,1.8333333333333333
WAFFLE HOUSE #313,4300 COVINGTON HIGHWAY,DECATUR,11,5,AM,12,35,PM,2014-12-09,Malcolm Stephens,Follow-Up,2,881247,92,A,Food,2014-12-09T11:05:00Z,2014-12-09T12:35:00Z,1.5
WAFFLE HOUSE #41,2548 WESLEY CHAPEL ROAD,DECATUR,2,35,PM,4,0,PM,2015-07-21,Timothy Oates,Routine,2,449632,90,A,Food,2015-07-21T14:35:00Z,2015-07-21T16:00:00Z,1.4166666666666667
WAFFLE HOUSE #41,2548 WESLEY CHAPEL ROAD,DECATUR,2,15,PM,4,5,PM,2015-01-27,Timothy Oates,Routine,2,449632,85,B,Food,2015-01-27T14:15:00Z,2015-01-27T16:05:00Z,1.8333333333333333
WAFFLE HOUSE #489,2886 CLAIRMONT ROAD,ATLANTA,11,15,AM,12,30,PM,2015-06-18,Stephen Boyd,Routine,2,441292,81,B,Food,2015-06-18T11:15:00Z,2015-06-18T12:30:00Z,1.25
WAFFLE HOUSE #489,2886 CLAIRMONT ROAD,ATLANTA,1,50,PM,3,10,PM,2015-02-11,Stephen Boyd,Routine,2,441292,91,A,Food,2015-02-11T13:50:00Z,2015-02-11T15:10:00Z,1.3333333333333333
WAFFLE HOUSE #500,5467 BUFORD HIGHWAY,DORAVILLE,2,0,PM,4,15,PM,2015-07-20,Sheila Y Hill (3/26/20),Routine,2,441381,82,B,Food,2015-07-20T14:00:00Z,2015-07-20T16:15:00Z,2.25
WAFFLE HOUSE #500,5467 BUFORD HIGHWAY,DORAVILLE,2,35,PM,2,35,PM,2014-12-23,Marquita D Kirkpatrick   (6/12/19),Routine,2,441381,85,B,Food,2014-12-23T14:35:00Z,2014-12-23T14:35:00Z,0
WAFFLE HOUSE #580,2918 WOODROW DRIVE,LITHONIA,1,55,PM,3,10,PM,2015-07-20,Eunice Pierce,Routine,2,880872,88,B,Food,2015-07-20T13:55:00Z,2015-07-20T15:10:00Z,1.25
WAFFLE HOUSE #580,2918 WOODROW DRIVE,LITHONIA,12,20,PM,1,50,PM,2015-03-03,Idonuan Iwaifo 1/2017,Routine,2,880872,85,B,Food,2015-03-03T12:20:00Z,2015-03-03T13:50:00Z,1.5
WAFFLE HOUSE #74,4274 LAVISTA ROAD,TUCKER,1,50,PM,2,50,PM,2015-10-16,Not posted,Routine,2,449309,90,A,Food,2015-10-16T13:50:00Z,2015-10-16T14:50:00Z,1
WAFFLE HOUSE #74,4274 LAVISTA ROAD,TUCKER,1,35,PM,3,20,PM,2015-04-17,Michael Conner,Routine,2,449309,91,A,Food,2015-04-17T13:35:00Z,2015-04-17T15:20:00Z,1.75
WAFFLE HOUSE #74,4274 LAVISTA ROAD,TUCKER,12,50,PM,2,10,PM,2014-12-11,Michael Conner,Follow-Up,2,449309,89,B,Food,2014-12-11T12:50:00Z,2014-12-11T14:10:00Z,1.3333333333333333
WAFFLE HOUSE #786,"5071 PEACHTREE INDUSTRIAL BLVD., STE. K",CHAMBLEE,3,30,PM,4,20,PM,2015-06-02,Salonick Amos,Routine,2,443061,97,A,Food,2015-06-02T15:30:00Z,2015-06-02T16:20:00Z,0.8333333333333334
WAFFLE HOUSE #786,"5071 PEACHTREE INDUSTRIAL BLVD., STE. K",CHAMBLEE,12,0,PM,1,5,PM,2014-12-23,Andre Walker,Routine,2,443061,94,A,Food,2014-12-23T12:00:00Z,2014-12-23T13:05:00Z,1.0833333333333333
WAFFLE HOUSE #82,3180 TUCKER NORCROSS ROAD,TUCKER,9,5,AM,10,30,AM,2015-07-09,Sunny Haile,Routine,2,440872,87,B,Food,2015-07-09T09:05:00Z,2015-07-09T10:30:00Z,1.4166666666666667
WAFFLE HOUSE #82,3180 TUCKER NORCROSS ROAD,TUCKER,10,10,AM,11,40,AM,2014-12-23,Sunny Haile,Routine,2,440872,82,B,Food,2014-12-23T10:10:00Z,2014-12-23T11:40:00Z,1.5
WAFFLE HOUSE #898,4375 TILLY MILL ROAD,DORAVILLE,3,5,PM,4,30,PM,2015-07-22,Jyndiyah A El-Amin,Follow-Up,2,444111,91,A,Food,2015-07-22T15:05:00Z,2015-07-22T16:30:00Z,1.4166666666666667
WAFFLE HOUSE #898,4375 TILLY MILL ROAD,DORAVILLE,1,50,PM,3,25,PM,2015-07-01,Jyndiyah A El-Amin,Routine,2,444111,77,C,Food,2015-07-01T13:50:00Z,2015-07-01T15:25:00Z,1.5833333333333333
WAFFLE HOUSE #898,4375 TILLY MILL ROAD,DORAVILLE,3,0,PM,4,20,PM,2015-03-23,Jyndiyah A El-Amin,Routine,2,444111,82,B,Food,2015-03-23T15:00:00Z,2015-03-23T16:20:00Z,1.3333333333333333
WAFFLE HOUSE #917,766 DEKALB INDUSTRIAL WAY,DECATUR,10,20,AM,11,45,AM,2015-06-09,Sam Thomas,Routine,2,444208,87,B,Food,2015-06-09T10:20:00Z,2015-06-09T11:45:00Z,1.4166666666666667
WAFFLE HOUSE #917,766 DEKALB INDUSTRIAL WAY,DECATUR,10,45,AM,12,5,PM,2015-01-14,Phililp Hayes,Follow-Up,2,444208,90,A,Food,2015-01-14T10:45:00Z,2015-01-14T12:05:00Z,1.3333333333333333
WAFFLE HOUSE RESTAURANT #22,4788 MEMORIAL DRIVE,DECATUR,12,30,PM,2,5,PM,2015-08-18,Evan J. Turner,Routine,2,449641,91,A,Food,2015-08-18T12:30:00Z,2015-08-18T14:05:00Z,1.5833333333333333
WAFFLE HOUSE RESTAURANT #22,4788 MEMORIAL DRIVE,DECATUR,7,10,AM,9,0,AM,2015-04-22,Tiara L. Johnson,Follow-Up,2,449641,91,A,Food,2015-04-22T07:10:00Z,2015-04-22T09:00:00Z,1.8333333333333333
WAFFLE HOUSE RESTAURANT #22,4788 MEMORIAL DRIVE,DECATUR,2,40,PM,5,0,PM,2015-03-09,Tiara L. Johnson,Routine,2,449641,74,C,Food,2015-03-09T14:40:00Z,2015-03-09T17:00:00Z,2.3333333333333335
"WAFFLE HOUSE, #415",2963 LAWRENCEVILLE HIGHWAY,TUCKER,2,5,PM,3,30,PM,2015-07-13,Marquita D. Kirkpatrick,Routine,2,448965,92,A,Food,2015-07-13T14:05:00Z,2015-07-13T15:30:00Z,1.4166666666666667
"WAFFLE HOUSE, #415",2963 LAWRENCEVILLE HIGHWAY,TUCKER,12,10,PM,1,40,PM,2015-02-18,Cameron Reed,Routine,2,448965,94,A,Food,2015-02-18T12:10:00Z,2015-02-18T13:40:00Z,1.5
WAHOO! WINE & PROVISIONS,1036 WEST COLLEGE AVENUE,DECATUR,4,10,PM,5,0,PM,2015-08-19,Regina Provo,Routine,1,887371,96,A,Food,2015-08-19T16:10:00Z,2015-08-19T17:00:00Z,0.8333333333333334
WAHOO! WINE & PROVISIONS,1036 WEST COLLEGE AVENUE,DECATUR,3,30,PM,4,30,PM,2015-01-22,With in 90 days permitting,Routine,1,887371,96,A,Food,2015-01-22T15:30:00Z,2015-01-22T16:30:00Z,1
WAHOO! WINE & PROVISIONS,1036 WEST COLLEGE AVENUE,DECATUR,12,5,PM,1,0,PM,2014-12-31,With in 90 days permitting,Initial,1,887371,97,A,Food,2014-12-31T12:05:00Z,2014-12-31T13:00:00Z,0.9166666666666666
WAHOO! WINE & PROVISIONS,1036 WEST COLLEGE AVENUE,DECATUR,11,20,AM,12,10,PM,2014-12-30,With in 90 days permitting,Construction/Preoperational,1,887371,NA,"NA",Food,2014-12-30T11:20:00Z,2014-12-30T12:10:00Z,0.8333333333333334
"WAHOO, A DECATUR GRILL",1042 WEST COLLEGE AVENUE,DECATUR,2,0,PM,3,50,PM,2015-03-18,Regina R. Provo,Routine,2,881080,96,A,Food,2015-03-18T14:00:00Z,2015-03-18T15:50:00Z,1.8333333333333333
WAIKIKIE HAWAIIAN BBQ,2160 BRIARCLIFF ROAD,ATLANTA,1,55,PM,3,20,PM,2015-02-03,Xiaoyuan Guo,Routine,2,882152,87,B,Food,2015-02-03T13:55:00Z,2015-02-03T15:20:00Z,1.4166666666666667
WARREN TECHNICAL SCHOOL,3075 ALTON ROAD,CHAMBLEE,11,55,AM,1,20,PM,2015-10-01,Laura Cross 8/2016,Routine,2,660095,95,A,Food,2015-10-01T11:55:00Z,2015-10-01T13:20:00Z,1.4166666666666667
WARREN TECHNICAL SCHOOL,3075 ALTON ROAD,CHAMBLEE,11,50,AM,12,30,PM,2015-04-21,Laura Cross 8/2016,Routine,2,660095,90,A,Food,2015-04-21T11:50:00Z,2015-04-21T12:30:00Z,0.6666666666666666
WASABI HOUSE,"5500 CHAMBLEE DUNWOODY, SUITE 31",DUNWOODY,12,10,PM,1,50,PM,2015-08-18,Taejun Ahn,Routine,2,885746,80,B,Food,2015-08-18T12:10:00Z,2015-08-18T13:50:00Z,1.6666666666666667
WASABI HOUSE,"5500 CHAMBLEE DUNWOODY, SUITE 31",DUNWOODY,12,10,PM,1,30,PM,2015-04-20,Taejun Ahn,Follow-Up,2,885746,74,C,Food,2015-04-20T12:10:00Z,2015-04-20T13:30:00Z,1.3333333333333333
WASABI HOUSE,"5500 CHAMBLEE DUNWOODY, SUITE 31",DUNWOODY,11,20,AM,1,35,PM,2015-03-19,Taejun Ahn,Routine,2,885746,78,C,Food,2015-03-19T11:20:00Z,2015-03-19T13:35:00Z,2.25
WATERSIDE RESTAURANT,4021 LAKEVIEW DRIVE,STONE MOUNTAIN,11,15,AM,2,50,PM,2015-06-30,Michael Harp,Routine,3,447372,90,A,Food,2015-06-30T11:15:00Z,2015-06-30T14:50:00Z,3.5833333333333335
WATERSIDE RESTAURANT,4021 LAKEVIEW DRIVE,STONE MOUNTAIN,11,35,AM,3,0,PM,2014-12-03,John Melton,Routine,3,447372,84,B,Food,2014-12-03T11:35:00Z,2014-12-03T15:00:00Z,3.4166666666666665
WE SUKI SUKI,479 FLAT SHOALS  AVENUE S.E.,ATLANTA,2,35,PM,4,10,PM,2015-03-31,Quynh Trinh,Routine,3,886116,85,B,Food,2015-03-31T14:35:00Z,2015-03-31T16:10:00Z,1.5833333333333333
WE SUKI SUKI II,477 FLAT SHOALS AVENUE,ATLANTA,3,5,PM,4,30,PM,2015-09-04,Philip Carney,Initial,2,887841,96,A,Food,2015-09-04T15:05:00Z,2015-09-04T16:30:00Z,1.4166666666666667
WEEYUMS PHILLY STYLE,900 MAIN STREET,STONE MOUNTAIN,2,40,PM,3,45,PM,2015-10-08,Damian Spencer,Routine,2,448364,92,A,Food,2015-10-08T14:40:00Z,2015-10-08T15:45:00Z,1.0833333333333333
WEEYUMS PHILLY STYLE,900 MAIN STREET,STONE MOUNTAIN,2,40,PM,3,50,PM,2015-04-01,Strajee Franklin,Routine,2,448364,95,A,Food,2015-04-01T14:40:00Z,2015-04-01T15:50:00Z,1.1666666666666667
WEEYUMS PHILLY STYLE,900 MAIN STREET,STONE MOUNTAIN,3,5,PM,4,5,PM,2014-11-24,Damian Spencer,Routine,2,448364,90,A,Food,2014-11-24T15:05:00Z,2014-11-24T16:05:00Z,1
WELLS CARGO CAFE,953 MAIN STREET,STONE MOUNTAIN,3,50,PM,5,10,PM,2015-02-05,Beverly Wells,Routine,2,442385,91,A,Food,2015-02-05T15:50:00Z,2015-02-05T17:10:00Z,1.3333333333333333
WENDY'S,2159 SAVOY DRIVE,CHAMBLEE,1,30,PM,2,50,PM,2015-01-27,Quala Willis (9/12/19),Routine,2,442012,93,A,Food,2015-01-27T13:30:00Z,2015-01-27T14:50:00Z,1.3333333333333333
WENDY'S,2050 LAWRENCEVILLE HIGHWAY,DECATUR,2,40,PM,4,0,PM,2015-04-23,Abdul Jivani,Routine,2,449587,93,A,Food,2015-04-23T14:40:00Z,2015-04-23T16:00:00Z,1.3333333333333333
WENDY'S,4965 FLAT SHOALS PARKWAY,DECATUR,2,15,PM,3,45,PM,2015-05-18,William Golden,Routine,2,887290,99,A,Food,2015-05-18T14:15:00Z,2015-05-18T15:45:00Z,1.5
WENDY'S,4965 FLAT SHOALS PARKWAY,DECATUR,2,40,PM,4,0,PM,2014-12-11,Portesha Johnson,Routine,2,887290,99,A,Food,2014-12-11T14:40:00Z,2014-12-11T16:00:00Z,1.3333333333333333
WENDY'S,1235 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,10,55,AM,12,30,PM,2015-09-23,Tacassala McFarland,Follow-Up,2,887291,92,A,Food,2015-09-23T10:55:00Z,2015-09-23T12:30:00Z,1.5833333333333333
WENDY'S,1235 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,2,0,PM,4,20,PM,2015-07-21,Dequinton Huey,Routine,2,887291,72,C,Food,2015-07-21T14:00:00Z,2015-07-21T16:20:00Z,2.3333333333333335
WENDY'S,1235 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,2,5,PM,3,55,PM,2014-12-17,Dequinton Huey,Initial,2,887291,95,A,Food,2014-12-17T14:05:00Z,2014-12-17T15:55:00Z,1.8333333333333333
WENDY'S,4071 COVINGTON HIGHWAY,DECATUR,11,25,AM,1,25,PM,2015-10-29,Evangeline Davis 12/14/16,Routine,2,887292,80,B,Food,2015-10-29T11:25:00Z,2015-10-29T13:25:00Z,2
WENDY'S,4071 COVINGTON HIGHWAY,DECATUR,11,15,AM,12,55,PM,2015-02-11,Nicole Arrington,Routine,2,887292,89,B,Food,2015-02-11T11:15:00Z,2015-02-11T12:55:00Z,1.6666666666666667
WENDY'S,4071 COVINGTON HIGHWAY,DECATUR,2,20,PM,4,15,PM,2014-12-11,Nicole Arrington,Initial,2,887292,100,A,Food,2014-12-11T14:20:00Z,2014-12-11T16:15:00Z,1.9166666666666667
WENDY'S,4453 HUGH HOWELL ROAD,TUCKER,12,20,PM,1,45,PM,2015-09-30,Shanetria Hollis,Routine,2,887294,89,B,Food,2015-09-30T12:20:00Z,2015-09-30T13:45:00Z,1.4166666666666667
WENDY'S,4453 HUGH HOWELL ROAD,TUCKER,11,30,AM,12,45,PM,2015-02-12,Robin Walters,Routine,2,887294,87,B,Food,2015-02-12T11:30:00Z,2015-02-12T12:45:00Z,1.25
WENDY'S,4453 HUGH HOWELL ROAD,TUCKER,10,10,AM,11,30,AM,2014-12-19,Dawn Gordan,Initial,2,887294,100,A,Food,2014-12-19T10:10:00Z,2014-12-19T11:30:00Z,1.3333333333333333
WENDY'S,4643 MEMORIAL DRIVE,DECATUR,11,40,AM,1,50,PM,2015-07-14,Robin Walters,Routine,2,887295,85,B,Food,2015-07-14T11:40:00Z,2015-07-14T13:50:00Z,2.1666666666666665
WENDY'S,4643 MEMORIAL DRIVE,DECATUR,3,10,PM,4,55,PM,2015-01-13,Christal Freeman,Routine,2,887295,89,B,Food,2015-01-13T15:10:00Z,2015-01-13T16:55:00Z,1.75
WENDY'S,1705 SCOTT BOULEVARD,DECATUR,12,55,PM,2,20,PM,2015-06-01,Alyssa Harper,Routine,2,887297,91,A,Food,2015-06-01T12:55:00Z,2015-06-01T14:20:00Z,1.4166666666666667
WENDY'S,1705 SCOTT BOULEVARD,DECATUR,10,40,AM,11,50,AM,2014-12-05,Alyssa Harper,Initial,2,887297,100,A,Food,2014-12-05T10:40:00Z,2014-12-05T11:50:00Z,1.1666666666666667
WENDY'S,1380 CEDAR GROVE ROAD,CONLEY,1,30,PM,4,30,PM,2017-01-31,Betty Wilson,Routine,2,888156,85,B,Food,2017-01-31T13:30:00Z,2017-01-31T16:30:00Z,3
WENDY'S  PILOT TRAVEL CENTER 331,2605 BOULDERCREST ROAD,ATLANTA,12,15,PM,2,10,PM,2015-05-22,Ashunta n. Moore,Routine,2,444902,85,B,Food,2015-05-22T12:15:00Z,2015-05-22T14:10:00Z,1.9166666666666667
WENDY'S OF GEORGIA # 86,2957 NORTH DRUID HILLS ROAD,ATLANTA,11,35,AM,1,25,PM,2015-07-13,Adrian Jones,Routine,2,885627,96,A,Food,2015-07-13T11:35:00Z,2015-07-13T13:25:00Z,1.8333333333333333
WENDY'S OF GEORGIA # 86,2957 NORTH DRUID HILLS ROAD,ATLANTA,1,45,PM,4,5,PM,2015-01-08,Adrian Jones,Routine,2,885627,81,B,Food,2015-01-08T13:45:00Z,2015-01-08T16:05:00Z,2.3333333333333335
WENDY'S OF GEORGIA # 90,5621 PEACHTREE INDUSTRAL BLVD.,CHAMBLEE,3,0,PM,4,10,PM,2015-06-17,Ann Kelly,Routine,2,885626,87,B,Food,2015-06-17T15:00:00Z,2015-06-17T16:10:00Z,1.1666666666666667
WENDY'S OF GEORGIA # 90,5621 PEACHTREE INDUSTRAL BLVD.,CHAMBLEE,2,25,PM,4,0,PM,2014-12-19,Ann Kelly,Routine,2,885626,93,A,Food,2014-12-19T14:25:00Z,2014-12-19T16:00:00Z,1.5833333333333333
WESLEY WOODS TOWERS,"1825 CLIFTON ROAD, NE",ATLANTA,10,50,AM,1,15,PM,2015-08-28,Melvin Howard 04/20/16,Routine,2,447744,98,A,Food,2015-08-28T10:50:00Z,2015-08-28T13:15:00Z,2.4166666666666665
WESTCHESTER ELEMENTARY SCHOOL,758 SCOTT BOULEVARD,DECATUR,11,5,AM,12,25,PM,2015-09-23,Wanda Goodman,Routine,2,886818,96,A,Food,2015-09-23T11:05:00Z,2015-09-23T12:25:00Z,1.3333333333333333
WESTCHESTER ELEMENTARY SCHOOL,758 SCOTT BOULEVARD,DECATUR,9,0,AM,10,10,AM,2015-03-11,Wanda Smith,Routine,2,886818,98,A,Food,2015-03-11T09:00:00Z,2015-03-11T10:10:00Z,1.1666666666666667
WHICH WICH ? SUPERIOR SANDWICHES,"804 TOWN BOULEVARD, SUITE A 1035",ATLANTA,2,45,PM,3,45,PM,2015-05-19,Caroline Norman,Routine,1,885678,91,A,Food,2015-05-19T14:45:00Z,2015-05-19T15:45:00Z,1
WHICH WICH ? SUPERIOR SANDWICHES,"1520 AVENUE PLACE, SUITE B-150",ATLANTA,11,50,AM,1,15,PM,2015-07-29,David Neisler,Routine,1,886181,97,A,Food,2015-07-29T11:50:00Z,2015-07-29T13:15:00Z,1.4166666666666667
WHISPERS BAR AND LOUNGE,8002 ROCKBRIDGE ROAD,LITHONIA,3,20,PM,4,45,PM,2015-06-25,Errol Hay,Routine,2,886391,80,B,Food,2015-06-25T15:20:00Z,2015-06-25T16:45:00Z,1.4166666666666667
WHITEFOORD ELEMENTARY SCHOOL,"35 WHITEFOORD AVENUE, SE",ATLANTA,9,0,AM,10,50,AM,2015-09-16,Ashley Weems,Routine,2,666338,90,A,Food,2015-09-16T09:00:00Z,2015-09-16T10:50:00Z,1.8333333333333333
WHITEFOORD ELEMENTARY SCHOOL,"35 WHITEFOORD AVENUE, SE",ATLANTA,11,10,AM,12,40,PM,2015-05-14,Ashley Weems,Routine,2,666338,97,A,Food,2015-05-14T11:10:00Z,2015-05-14T12:40:00Z,1.5
WHITEFOORD ELEMENTARY SCHOOL,"35 WHITEFOORD AVENUE, SE",ATLANTA,8,35,AM,9,45,AM,2014-12-02,Ashley Weems,Follow-Up,2,666338,91,A,Food,2014-12-02T08:35:00Z,2014-12-02T09:45:00Z,1.1666666666666667
WHO'S GOT SOUL SOUTHERN CAFE DEKALB,3818 COVINGTON HIGHWAY,DECATUR,1,20,PM,3,45,PM,2015-10-08,Kiyon Lawrence,Routine,2,883960,94,A,Food,2015-10-08T13:20:00Z,2015-10-08T15:45:00Z,2.4166666666666665
WHO'S GOT SOUL SOUTHERN CAFE DEKALB,3818 COVINGTON HIGHWAY,DECATUR,10,35,AM,12,55,PM,2015-04-08,Kiyon Lawrence,Routine,2,883960,83,B,Food,2015-04-08T10:35:00Z,2015-04-08T12:55:00Z,2.3333333333333335
WIDE WORLD OF WINGS INC.,"2899 EVANS MILL ROAD, SUITE B",LITHONIA,3,0,PM,3,30,PM,2015-07-23,No CFSM,Routine,2,448727,94,A,Food,2015-07-23T15:00:00Z,2015-07-23T15:30:00Z,0.5
WIDE WORLD OF WINGS INC.,"2899 EVANS MILL ROAD, SUITE B",LITHONIA,12,10,PM,12,50,PM,2015-04-08,Registered,Routine,2,448727,95,A,Food,2015-04-08T12:10:00Z,2015-04-08T12:50:00Z,0.6666666666666666
WIDE WORLD OF WINGS INC.,"2899 EVANS MILL ROAD, SUITE B",LITHONIA,2,30,PM,3,20,PM,2014-12-02,Pearlie Key,Routine,2,448727,87,B,Food,2014-12-02T14:30:00Z,2014-12-02T15:20:00Z,0.8333333333333334
