establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
 PALLOOKAVILLE, 17 NORTH AVONDALE PLAZA, AVONDALE ESTATES,2,30,PM,4,0,PM,2016-04-06,Jason Hylton exp 06/10/15,Initial,2,888112,95,A,Food_2015,2016-04-06T14:30:00Z,2016-04-06T16:00:00Z,1.5
 PANADERIA  LATINA," 3160 CHAMBLEE DUNWOODY ROAD, SUITE 103", CHAMBLEE,11,55,AM,1,50,PM,2017-10-31,Michael Suluaga (4/11/22),Routine,1,888118,83,B,Food_2015,2017-10-31T11:55:00Z,2017-10-31T13:50:00Z,1.9166666666666667
 PANADERIA  LATINA," 3160 CHAMBLEE DUNWOODY ROAD, SUITE 103", CHAMBLEE,2,35,PM,4,15,PM,2016-09-29,Erika Sulaga,Routine,1,888118,82,B,Food_2015,2016-09-29T14:35:00Z,2016-09-29T16:15:00Z,1.6666666666666667
 PANADERIA  LATINA," 3160 CHAMBLEE DUNWOODY ROAD, SUITE 103", CHAMBLEE,11,35,AM,12,20,PM,2016-07-26,Required to have a CSFM within 60 days,Initial,2,888118,100,A,Food_2015,2016-07-26T11:35:00Z,2016-07-26T12:20:00Z,0.75
 PANAHAR BANGLADESHI CUISINE," 3375 BUFORD HIGHWAY, NE, SUITE 1060", ATLANTA,11,50,AM,1,15,PM,2017-07-06,Rabiul Hossain,Routine,2,448847,92,A,Food_2015,2017-07-06T11:50:00Z,2017-07-06T13:15:00Z,1.4166666666666667
 PANAHAR BANGLADESHI CUISINE," 3375 BUFORD HIGHWAY, NE, SUITE 1060", ATLANTA,12,10,PM,1,45,PM,2017-03-14,Rabiul Hossain,Follow-Up,2,448847,87,B,Food_2015,2017-03-14T12:10:00Z,2017-03-14T13:45:00Z,1.5833333333333333
 PANAHAR BANGLADESHI CUISINE," 3375 BUFORD HIGHWAY, NE, SUITE 1060", ATLANTA,11,35,AM,1,40,PM,2017-02-01,Rabiul Hossain,Routine,2,448847,74,C,Food_2015,2017-02-01T11:35:00Z,2017-02-01T13:40:00Z,2.0833333333333335
 PANAHAR BANGLADESHI CUISINE," 3375 BUFORD HIGHWAY, NE, SUITE 1060", ATLANTA,12,50,PM,3,20,PM,2016-09-01,Rabiul Hossain,Follow-Up,2,448847,80,B,Food_2015,2016-09-01T12:50:00Z,2016-09-01T15:20:00Z,2.5
 PANAHAR BANGLADESHI CUISINE," 3375 BUFORD HIGHWAY, NE, SUITE 1060", ATLANTA,11,55,AM,2,35,PM,2016-06-28,Rabiul Hossain,Routine,2,448847,77,C,Food_2015,2016-06-28T11:55:00Z,2016-06-28T14:35:00Z,2.6666666666666665
 PANCHO'S MEXICAN RESTAURANT, 2641 BUFORD HIGHWAY, ATLANTA,11,40,AM,1,0,PM,2017-07-24,Sylvia Paranhos,Routine,3,884650,90,A,Food_2015,2017-07-24T11:40:00Z,2017-07-24T13:00:00Z,1.3333333333333333
 PANCHO'S MEXICAN RESTAURANT, 2641 BUFORD HIGHWAY, ATLANTA,11,15,AM,12,40,PM,2017-03-23,Sylvia Paranhos,Routine,3,884650,94,A,Food_2015,2017-03-23T11:15:00Z,2017-03-23T12:40:00Z,1.4166666666666667
 PANCHO'S MEXICAN RESTAURANT, 2641 BUFORD HIGHWAY, ATLANTA,11,0,AM,12,15,PM,2016-11-03,Sylvia Paranhos,Routine,2,884650,91,A,Food_2015,2016-11-03T11:00:00Z,2016-11-03T12:15:00Z,1.25
 PANCHO'S MEXICAN RESTAURANT, 2641 BUFORD HIGHWAY, ATLANTA,12,30,PM,3,10,PM,2016-01-05,Sylvia Paranhos,Routine,2,884650,71,C,Food_2015,2016-01-05T12:30:00Z,2016-01-05T15:10:00Z,2.6666666666666665
 PANDA EXPRESS, 4004 LAVISTA ROAD, TUCKER,11,5,AM,12,15,PM,2016-11-08,Ali Abdulkareem,Routine,2,886004,100,A,Food_2015,2016-11-08T11:05:00Z,2016-11-08T12:15:00Z,1.1666666666666667
 PANDA EXPRESS, 4004 LAVISTA ROAD, TUCKER,10,45,AM,12,0,PM,2016-04-15,Ali Duraid Abdulkareem,Routine,2,886004,95,A,Food_2015,2016-04-15T10:45:00Z,2016-04-15T12:00:00Z,1.25
 PANDA EXPRESS #1121, 6006 MEMORIAL DRIVE, STONE MOUNTAIN,11,50,PM,1,20,PM,2017-11-06,Shirley Fisher 5.18.22,Routine,2,881643,93,A,Food_2015,2017-11-06T23:50:00Z,2017-11-06T13:20:00Z,-10.5
 PANDA EXPRESS #1121, 6006 MEMORIAL DRIVE, STONE MOUNTAIN,11,15,AM,12,40,PM,2017-04-06,Cristina  Morales,Routine,2,881643,94,A,Food_2015,2017-04-06T11:15:00Z,2017-04-06T12:40:00Z,1.4166666666666667
 PANDA EXPRESS #1121, 6006 MEMORIAL DRIVE, STONE MOUNTAIN,1,5,PM,2,45,PM,2016-10-18,Jessica Boyd,Routine,3,881643,91,A,Food_2015,2016-10-18T13:05:00Z,2016-10-18T14:45:00Z,1.6666666666666667
 PANERA BREAD, 1545 NORTH DECATUR ROAD, ATLANTA,1,0,PM,3,35,PM,2017-02-23,Shelby Scott 09/17/19,Routine,2,882993,88,B,Food_2015,2017-02-23T13:00:00Z,2017-02-23T15:35:00Z,2.5833333333333335
 PANERA BREAD, 1545 NORTH DECATUR ROAD, ATLANTA,3,35,PM,5,55,PM,2016-09-20,Shelby Scott 09/17/19,Routine,2,882993,82,B,Food_2015,2016-09-20T15:35:00Z,2016-09-20T17:55:00Z,2.3333333333333335
 PANERA BREAD, 1545 NORTH DECATUR ROAD, ATLANTA,2,5,PM,4,15,PM,2016-03-09,Dante Allen 09/17/19,Routine,2,882993,89,B,Food_2015,2016-03-09T14:05:00Z,2016-03-09T16:15:00Z,2.1666666666666665
 PANERA BREAD, 2311 NORTH DRUID HILLS ROAD, ATLANTA,12,50,PM,2,15,PM,2017-05-09,Sikes,Routine,1,883302,96,A,Food_2015,2017-05-09T12:50:00Z,2017-05-09T14:15:00Z,1.4166666666666667
 PANERA BREAD, 2311 NORTH DRUID HILLS ROAD, ATLANTA,12,15,PM,1,25,PM,2016-11-29,Sarah Sikes,Routine,1,883302,100,A,Food_2015,2016-11-29T12:15:00Z,2016-11-29T13:25:00Z,1.1666666666666667
 PANERA BREAD, 2311 NORTH DRUID HILLS ROAD, ATLANTA,10,15,AM,12,5,PM,2016-09-28,Sarah Sikes,Routine,1,883302,75,C,Food_2015,2016-09-28T10:15:00Z,2016-09-28T12:05:00Z,1.8333333333333333
 PANERA BREAD, 4400 ASHFORD DUNWOODY ROAD SUITE 1370, ATLANTA,10,15,AM,1,0,PM,2017-06-30,Shari Sapateh,Routine,2,887100,87,B,Food_2015,2017-06-30T10:15:00Z,2017-06-30T13:00:00Z,2.75
 PANERA BREAD, 4400 ASHFORD DUNWOODY ROAD SUITE 1370, ATLANTA,8,30,AM,10,55,AM,2016-06-15,Ross Lowe,Routine,1,887100,87,B,Food_2015,2016-06-15T08:30:00Z,2016-06-15T10:55:00Z,2.4166666666666665
 PANERA BREAD #629, 2100 HENDERSON MILL ROAD, ATLANTA,9,50,AM,12,45,PM,2016-09-26,Michelle Prior,Routine,1,444849,90,A,Food_2015,2016-09-26T09:50:00Z,2016-09-26T12:45:00Z,2.9166666666666665
 PANERA BREAD #648, 1625 MOUNT VERNON ROAD, DUNWOODY,1,20,PM,2,40,PM,2017-08-03,Stephen Cotton,Routine,2,446120,100,A,Food_2015,2017-08-03T13:20:00Z,2017-08-03T14:40:00Z,1.3333333333333333
 PANERA BREAD #648, 1625 MOUNT VERNON ROAD, DUNWOODY,1,15,PM,2,40,PM,2016-08-24,Stephen Cotton,Routine,1,446120,94,A,Food_2015,2016-08-24T13:15:00Z,2016-08-24T14:40:00Z,1.4166666666666667
 PANERA BREAD #923," 8200 MALL PARKWAY, SUITE A-100", LITHONIA,7,25,AM,9,20,AM,2017-05-25,Ann Holley 5/2019,Routine,2,881029,84,B,Food_2015,2017-05-25T07:25:00Z,2017-05-25T09:20:00Z,1.9166666666666667
 PANERA BREAD #923," 8200 MALL PARKWAY, SUITE A-100", LITHONIA,2,10,PM,3,35,PM,2016-05-04,Michael Culver,Routine,2,881029,91,A,Food_2015,2016-05-04T14:10:00Z,2016-05-04T15:35:00Z,1.4166666666666667
 PANERA BREAD #942," 4531 OLD PERIMETER WAY, SUITE 100", ATLANTA,10,0,AM,12,30,PM,2017-04-27,Williams Cuthbert,Routine,1,881735,91,A,Food_2015,2017-04-27T10:00:00Z,2017-04-27T12:30:00Z,2.5
 PANERA BREAD #942," 4531 OLD PERIMETER WAY, SUITE 100", ATLANTA,1,20,PM,2,55,PM,2016-03-29,Randell Middelton,Routine,2,881735,91,A,Food_2015,2016-03-29T13:20:00Z,2016-03-29T14:55:00Z,1.5833333333333333
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,11,10,AM,12,0,PM,2017-10-13,Yvette Johnson,Routine,1,662086,100,A,Food_2015,2017-10-13T11:10:00Z,2017-10-13T12:00:00Z,0.8333333333333334
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,11,30,AM,12,35,PM,2017-05-02,Yvette Johnson,Routine,2,662086,97,A,Food_2015,2017-05-02T11:30:00Z,2017-05-02T12:35:00Z,1.0833333333333333
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,9,25,AM,10,40,AM,2016-11-16,Yvette Johnson,Routine,1,662086,97,A,Food_2015,2016-11-16T09:25:00Z,2016-11-16T10:40:00Z,1.25
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,10,0,AM,1,0,PM,2016-05-10,Yvette Johnson,Routine,1,662086,82,B,Food_2015,2016-05-10T10:00:00Z,2016-05-10T13:00:00Z,3
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,10,40,AM,11,40,AM,2015-12-09,Yvette Johnson,Follow-Up,1,662086,99,A,Food_2015,2015-12-09T10:40:00Z,2015-12-09T11:40:00Z,1
 PANOLA WAY SCHOOL, 2170 PANOLA WAY COURT, LITHONIA,10,55,AM,1,20,PM,2015-11-20,Yvette Johnson,Routine,1,662086,78,C,Food_2015,2015-11-20T10:55:00Z,2015-11-20T13:20:00Z,2.4166666666666665
 PAPA JOHN'S #1710," 3653 FLAKES MILL ROAD, SUITE C", DECATUR,3,35,PM,4,35,PM,2017-02-03,Richard S. Carman,Routine,1,448949,96,A,Food_2015,2017-02-03T15:35:00Z,2017-02-03T16:35:00Z,1
 PAPA JOHN'S #1710," 3653 FLAKES MILL ROAD, SUITE C", DECATUR,2,55,PM,4,10,PM,2016-02-23,Richard S. Carman,Routine,1,448949,88,B,Food_2015,2016-02-23T14:55:00Z,2016-02-23T16:10:00Z,1.25
 PAPA JOHN'S PIZZA, 1065 COLUMBIA DRIVE, DECATUR,11,40,AM,1,5,PM,2017-06-23,Brandon Wilson 9/9/21,Routine,2,882826,82,B,Food_2015,2017-06-23T11:40:00Z,2017-06-23T13:05:00Z,1.4166666666666667
 PAPA JOHN'S PIZZA, 1065 COLUMBIA DRIVE, DECATUR,12,30,PM,1,55,PM,2017-02-27,Brandon Wilson,Follow-Up,2,882826,75,C,Food_2015,2017-02-27T12:30:00Z,2017-02-27T13:55:00Z,1.4166666666666667
 PAPA JOHN'S PIZZA, 1065 COLUMBIA DRIVE, DECATUR,12,50,PM,2,35,PM,2017-02-01,NO CFSM,Routine,2,882826,77,C,Food_2015,2017-02-01T12:50:00Z,2017-02-01T14:35:00Z,1.75
 PAPA JOHN'S PIZZA, 1065 COLUMBIA DRIVE, DECATUR,1,50,PM,3,5,PM,2016-07-12,NO CFSM,Routine,1,882826,80,B,Food_2015,2016-07-12T13:50:00Z,2016-07-12T15:05:00Z,1.25
 PAPA JOHN'S PIZZA, 1065 COLUMBIA DRIVE, DECATUR,10,15,AM,11,50,AM,2016-01-06,Courtney Dennis,Routine,2,882826,80,B,Food_2015,2016-01-06T10:15:00Z,2016-01-06T11:50:00Z,1.5833333333333333
 PAPA JOHN'S PIZZA, 1098 MORELAND AVENUE, ATLANTA,11,5,AM,12,45,PM,2016-12-21,James Holton,Routine,1,885711,91,A,Food_2015,2016-12-21T11:05:00Z,2016-12-21T12:45:00Z,1.6666666666666667
 PAPA JOHN'S PIZZA," 1230 SOUTH HAIRSTON ROAD, SUITE 1A", STONE MOUNTAIN,10,15,AM,11,20,AM,2017-07-20,Crystal Snow expires 04/2020,Routine,2,885725,90,A,Food_2015,2017-07-20T10:15:00Z,2017-07-20T11:20:00Z,1.0833333333333333
 PAPA JOHN'S PIZZA," 1230 SOUTH HAIRSTON ROAD, SUITE 1A", STONE MOUNTAIN,11,55,AM,12,55,PM,2017-02-20,Crystal Snow expires 04/2020,Routine,1,885725,99,A,Food_2015,2017-02-20T11:55:00Z,2017-02-20T12:55:00Z,1
 PAPA JOHN'S PIZZA," 1230 SOUTH HAIRSTON ROAD, SUITE 1A", STONE MOUNTAIN,11,10,AM,1,15,PM,2016-07-08,Crystal Snow,Routine,2,885725,83,B,Food_2015,2016-07-08T11:10:00Z,2016-07-08T13:15:00Z,2.0833333333333335
 PAPA JOHN'S PIZZA," 1230 SOUTH HAIRSTON ROAD, SUITE 1A", STONE MOUNTAIN,1,30,PM,3,0,PM,2015-10-28,Crystal Snow expires 2020,Routine,1,885725,89,B,Food_2015,2015-10-28T13:30:00Z,2015-10-28T15:00:00Z,1.5
 PAPA JOHN'S PIZZA #1029, 4400 HUGH HOWELL ROAD, TUCKER,12,55,PM,2,0,PM,2017-03-17,Danita White,Routine,1,448421,100,A,Food_2015,2017-03-17T12:55:00Z,2017-03-17T14:00:00Z,1.0833333333333333
 PAPA JOHN'S PIZZA #1029, 4400 HUGH HOWELL ROAD, TUCKER,2,20,PM,3,15,PM,2016-04-07,Sheena C. Harp,Routine,1,448421,100,A,Food_2015,2016-04-07T14:20:00Z,2016-04-07T15:15:00Z,0.9166666666666666
 PAPA JOHN'S PIZZA #1030, 6670 COVINGTON HIGHWAY, LITHONIA,3,55,PM,5,10,PM,2017-11-07,out of complaince,Routine,1,447065,80,B,Food_2015,2017-11-07T15:55:00Z,2017-11-07T17:10:00Z,1.25
 PAPA JOHN'S PIZZA #1030, 6670 COVINGTON HIGHWAY, LITHONIA,12,30,PM,1,50,PM,2016-11-08,Bobby L. Stoglin,Routine,1,447065,95,A,Food_2015,2016-11-08T12:30:00Z,2016-11-08T13:50:00Z,1.3333333333333333
 PAPA JOHN'S PIZZA #405, 3077 NORTH DRUID HILLS ROAD, DECATUR,1,50,PM,2,45,PM,2017-03-17,Jessica Kuykendall,Routine,1,449435,89,B,Food_2015,2017-03-17T13:50:00Z,2017-03-17T14:45:00Z,0.9166666666666666
 PAPA JOHN'S PIZZA #405, 3077 NORTH DRUID HILLS ROAD, DECATUR,12,30,PM,1,15,PM,2016-09-16,Christopher Johnson,Routine,1,449435,90,A,Food_2015,2016-09-16T12:30:00Z,2016-09-16T13:15:00Z,0.75
 PAPA JOHN'S PIZZA #416, 386-C NORTH DESHON ROAD, STONE MOUNTAIN,1,5,PM,2,30,PM,2017-04-06,Kristofer Ledford,Routine,1,444732,93,A,Food_2015,2017-04-06T13:05:00Z,2017-04-06T14:30:00Z,1.4166666666666667
 PAPA JOHN'S PIZZA #416, 386-C NORTH DESHON ROAD, STONE MOUNTAIN,2,25,PM,3,30,PM,2016-09-23,Diamond Gholston,Routine,1,444732,91,A,Food_2015,2016-09-23T14:25:00Z,2016-09-23T15:30:00Z,1.0833333333333333
 PAPA JOHN'S PIZZA #416, 386-C NORTH DESHON ROAD, STONE MOUNTAIN,11,20,AM,12,30,PM,2016-03-30,Tony E. Lockett,Routine,1,444732,91,A,Food_2015,2016-03-30T11:20:00Z,2016-03-30T12:30:00Z,1.1666666666666667
 PAPA JOHN'S PIZZA #773, 3400 BUFORD HIGHWAY, ATLANTA,1,45,PM,2,45,PM,2017-06-12,Moses Martinez,Routine,1,447750,84,B,Food_2015,2017-06-12T13:45:00Z,2017-06-12T14:45:00Z,1
 PAPA JOHN'S PIZZA #773, 3400 BUFORD HIGHWAY, ATLANTA,11,55,AM,12,45,PM,2017-01-13,Moses Martinez,Routine,1,447750,95,A,Food_2015,2017-01-13T11:55:00Z,2017-01-13T12:45:00Z,0.8333333333333334
 PAPA JOHN'S PIZZA #773, 3400 BUFORD HIGHWAY, ATLANTA,1,10,PM,2,20,PM,2016-06-30,Moses D. Martinez,Routine,1,447750,84,B,Food_2015,2016-06-30T13:10:00Z,2016-06-30T14:20:00Z,1.1666666666666667
 PAPA JOHN'S PIZZA #775, 2151 SAVOY DRIVE, CHAMBLEE,3,5,PM,4,0,PM,2017-01-12,Stephanie Lockridge (3/1/17),Routine,1,447774,91,A,Food_2015,2017-01-12T15:05:00Z,2017-01-12T16:00:00Z,0.9166666666666666
 PAPIS CUBAN & CARIBBEAN GRILL," 4349 LAWRENCEVILLE HIGHWAY, SUITE E", TUCKER,12,50,PM,2,35,PM,2017-02-24,Maria LLao,Routine,2,886252,90,A,Food_2015,2017-02-24T12:50:00Z,2017-02-24T14:35:00Z,1.75
 PAPIS CUBAN & CARIBBEAN GRILL," 4349 LAWRENCEVILLE HIGHWAY, SUITE E", TUCKER,1,0,PM,2,35,PM,2016-11-15,Katherine Orregeo,Routine,2,886252,99,A,Food_2015,2016-11-15T13:00:00Z,2016-11-15T14:35:00Z,1.5833333333333333
 PAPIS CUBAN & CARIBBEAN GRILL," 4349 LAWRENCEVILLE HIGHWAY, SUITE E", TUCKER,10,20,AM,11,50,AM,2016-06-15,Feferico Navarro,Routine,2,886252,100,A,Food_2015,2016-06-15T10:20:00Z,2016-06-15T11:50:00Z,1.5
 PAPIS CUBAN & CARIBBEAN GRILL," 4349 LAWRENCEVILLE HIGHWAY, SUITE E", TUCKER,11,30,AM,12,50,PM,2016-02-11,Claudia E Grau,Follow-Up,2,886252,99,A,Food_2015,2016-02-11T11:30:00Z,2016-02-11T12:50:00Z,1.3333333333333333
 PAPIS CUBAN & CARIBBEAN GRILL," 4349 LAWRENCEVILLE HIGHWAY, SUITE E", TUCKER,1,25,PM,3,35,PM,2015-12-14,Claudia E Grau,Routine,2,886252,76,C,Food_2015,2015-12-14T13:25:00Z,2015-12-14T15:35:00Z,2.1666666666666665
 PAPIS CUBAN GRILL," 1540 AVENUE PLACE, SUITE B-240", ATLANTA,11,35,AM,1,45,PM,2017-02-13,Federico Navarro,Routine,2,888642,90,A,Food_2015,2017-02-13T11:35:00Z,2017-02-13T13:45:00Z,2.1666666666666665
 PAPIS CUBAN GRILL," 1540 AVENUE PLACE, SUITE B-240", ATLANTA,10,30,AM,12,0,PM,2017-01-09,Facility Has 60 Days,Initial,2,888642,100,A,Food_2015,2017-01-09T10:30:00Z,2017-01-09T12:00:00Z,1.5
 PARADISE BIRYANI POINTE, 1540 AVENUE PLACE SUITE B-250, ATLANTA,12,0,PM,2,30,PM,2017-10-12,Sahil LaLani 2021,Routine,2,887645,70,C,Food_2015,2017-10-12T12:00:00Z,2017-10-12T14:30:00Z,2.5
 PARADISE BIRYANI POINTE, 1540 AVENUE PLACE SUITE B-250, ATLANTA,12,40,PM,2,45,PM,2017-03-15,Sahil Lalani 08/18/21,Follow-Up,2,887645,78,C,Food_2015,2017-03-15T12:40:00Z,2017-03-15T14:45:00Z,2.0833333333333335
 PARADISE BIRYANI POINTE, 1540 AVENUE PLACE SUITE B-250, ATLANTA,11,0,AM,12,20,PM,2017-02-20,Sahil Lalani 08/18/21,Routine,2,887645,78,C,Food_2015,2017-02-20T11:00:00Z,2017-02-20T12:20:00Z,1.3333333333333333
 PARADISE BIRYANI POINTE, 1540 AVENUE PLACE SUITE B-250, ATLANTA,11,40,AM,1,40,PM,2016-12-15,Sahil Lalani 08/18/21,Routine,2,887645,80,B,Food_2015,2016-12-15T11:40:00Z,2016-12-15T13:40:00Z,2
 PARADISE BIRYANI POINTE, 1540 AVENUE PLACE SUITE B-250, ATLANTA,2,0,PM,4,5,PM,2016-02-04,Facility Has 60 Days,Initial,2,887645,90,A,Food_2015,2016-02-04T14:00:00Z,2016-02-04T16:05:00Z,2.0833333333333335
 PARAMOUNT COFFEE SHOP, 2245 IDLEWOOD ROAD, TUCKER,1,0,PM,1,50,PM,2017-05-09,Tsina Yilma,Routine,1,885159,97,A,Food_2015,2017-05-09T13:00:00Z,2017-05-09T13:50:00Z,0.8333333333333334
 PARAMOUNT COFFEE SHOP, 2245 IDLEWOOD ROAD, TUCKER,12,15,PM,12,45,PM,2015-12-11,Tsina Yilma,Routine,1,885159,100,A,Food_2015,2015-12-11T12:15:00Z,2015-12-11T12:45:00Z,0.5
 PARK SPRINGS (HEALTH CENTER KITCHEN), 600 SPRING HOUSE CIRCLE, STONE MOUNTAIN,12,15,PM,3,10,PM,2017-03-23,Mike Cuthbert;,Routine,2,880864,82,B,Food_2015,2017-03-23T12:15:00Z,2017-03-23T15:10:00Z,2.9166666666666665
 PARK SPRINGS (HEALTH CENTER KITCHEN), 600 SPRING HOUSE CIRCLE, STONE MOUNTAIN,10,55,AM,1,30,PM,2016-06-02,Margot Witteven,Routine,2,880864,94,A,Food_2015,2016-06-02T10:55:00Z,2016-06-02T13:30:00Z,2.5833333333333335
 PARK SPRINGS (MAIN KITCHEN), 500 SPRING HOUSE CIRCLE, STONE MOUNTAIN,12,15,PM,5,5,PM,2017-01-10,Derrick Henry,Routine,2,880866,90,A,Food_2015,2017-01-10T12:15:00Z,2017-01-10T17:05:00Z,4.833333333333333
 PARK SPRINGS LOUNGE, 500 SPRINGHOUSE CIRCLE, STONE MOUNTAIN,5,5,PM,5,25,PM,2017-01-10,n/a,Routine,1,881199,96,A,Food_2015,2017-01-10T17:05:00Z,2017-01-10T17:25:00Z,0.3333333333333333
 PARKER'S ON PONCE, 116 EAST PONCE DE LEON AVENUE, DECATUR,4,20,PM,6,5,PM,2017-09-14,Angus Daunt 9.9.19,Routine,2,883992,96,A,Food_2015,2017-09-14T16:20:00Z,2017-09-14T18:05:00Z,1.75
 PARKER'S ON PONCE, 116 EAST PONCE DE LEON AVENUE, DECATUR,5,0,PM,7,45,PM,2017-02-16,Tara L. Madar,Routine,2,883992,97,A,Food_2015,2017-02-16T17:00:00Z,2017-02-16T19:45:00Z,2.75
 PARKER'S ON PONCE, 116 EAST PONCE DE LEON AVENUE, DECATUR,11,20,AM,2,15,PM,2015-11-16,Tara Madar,Routine,2,883992,95,A,Food_2015,2015-11-16T11:20:00Z,2015-11-16T14:15:00Z,2.9166666666666665
 PARKSIDE CAFE," 2 RAVINIA DRIVE, SUITE 140", ATLANTA,12,25,PM,1,0,PM,2017-07-20,Sepehr Bahrani,Initial,1,889092,100,A,Food_2015,2017-07-20T12:25:00Z,2017-07-20T13:00:00Z,0.5833333333333334
 PARKWAY CAFE," 2200 CENTURY BOULEVARD, SUITE 2", ATLANTA,10,20,AM,11,45,AM,2017-06-27,Min Woo Lee 11.17.17,Routine,2,886442,92,A,Food_2015,2017-06-27T10:20:00Z,2017-06-27T11:45:00Z,1.4166666666666667
 PARKWAY CAFE," 2200 CENTURY BOULEVARD, SUITE 2", ATLANTA,10,20,AM,11,35,PM,2016-10-10,Min Woo Lee,Routine,2,886442,85,B,Food_2015,2016-10-10T10:20:00Z,2016-10-10T23:35:00Z,13.25
 PARKWAY CAFE," 2200 CENTURY BOULEVARD, SUITE 2", ATLANTA,11,0,AM,1,15,PM,2016-04-25,Min Woo Lee,Routine,2,886442,86,B,Food_2015,2016-04-25T11:00:00Z,2016-04-25T13:15:00Z,2.25
 PARKWAY CAFE," 2200 CENTURY BOULEVARD, SUITE 2", ATLANTA,10,10,AM,12,0,PM,2016-01-22,Min Woo Lee,Routine,2,886442,89,B,Food_2015,2016-01-22T10:10:00Z,2016-01-22T12:00:00Z,1.8333333333333333
 PASTERIES A GO GO," 235 PONCE PLACE, SUITE E & F", DECATUR,12,55,PM,2,35,PM,2017-06-19,Yupha Vatcharapijan,Routine,2,881641,88,B,Food_2015,2017-06-19T12:55:00Z,2017-06-19T14:35:00Z,1.6666666666666667
 PASTERIES A GO GO," 235 PONCE PLACE, SUITE E & F", DECATUR,1,10,PM,3,15,PM,2017-02-08,Yupha Vatcharapijan,Routine,2,881641,87,B,Food_2015,2017-02-08T13:10:00Z,2017-02-08T15:15:00Z,2.0833333333333335
 PASTERIES A GO GO," 235 PONCE PLACE, SUITE E & F", DECATUR,11,0,AM,1,30,PM,2016-09-14,Yupha Vatcharapijan,Routine,2,881641,83,B,Food_2015,2016-09-14T11:00:00Z,2016-09-14T13:30:00Z,2.5
 PE SUBWAY DUNWOODY," 5590 CHAMBLEE DUNWOODY ROAD, SUITE 1", DUNWOODY,2,50,PM,3,50,PM,2017-05-17,Saffi A Jayoussi,Routine,1,888504,100,A,Food_2015,2017-05-17T14:50:00Z,2017-05-17T15:50:00Z,1
 PE SUBWAY DUNWOODY," 5590 CHAMBLEE DUNWOODY ROAD, SUITE 1", DUNWOODY,10,0,AM,11,20,AM,2016-12-19,Saffi Jayoussi exp 9-20-17,Initial,1,888504,96,A,Food_2015,2016-12-19T10:00:00Z,2016-12-19T11:20:00Z,1.3333333333333333
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,12,0,PM,2,30,PM,2017-11-01,Patrick Dunn,Routine,2,887539,96,A,Food_2015,2017-11-01T12:00:00Z,2017-11-01T14:30:00Z,2.5
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,3,35,PM,4,55,PM,2017-06-06,Patrick L. Dunn,Routine,2,887539,92,A,Food_2015,2017-06-06T15:35:00Z,2017-06-06T16:55:00Z,1.3333333333333333
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,1,0,PM,2,0,PM,2017-02-03,Patrick L Dunn,Routine,2,887539,99,A,Food_2015,2017-02-03T13:00:00Z,2017-02-03T14:00:00Z,1
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,11,55,AM,1,15,PM,2016-10-14,Patrick Dunn,Routine,2,887539,97,A,Food_2015,2016-10-14T11:55:00Z,2016-10-14T13:15:00Z,1.3333333333333333
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,11,30,AM,12,45,PM,2016-05-26,Patrick Dunn,Routine,2,887539,82,B,Food_2015,2016-05-26T11:30:00Z,2016-05-26T12:45:00Z,1.25
 PEA RIDGE, 2607 LAWRENCEVILLE HIGHWAY, DECATUR,1,45,PM,3,20,PM,2016-01-26,Patrick Dunn,Routine,2,887539,96,A,Food_2015,2016-01-26T13:45:00Z,2016-01-26T15:20:00Z,1.5833333333333333
 PEACE BELLIES (COMMISSARY)," 3300 MARJAN DRIVE, SUITE 25", ATLANTA,1,0,PM,2,35,PM,2017-10-10,Shannon Johnson,Initial,2,889168,100,A,Food_2015,2017-10-10T13:00:00Z,2017-10-10T14:35:00Z,1.5833333333333333
 PEACE BELLIES (MOBILE UNIT)," 3300 MARJAN DRIVE, SUITE 25", ATLANTA,1,5,PM,2,40,PM,2017-10-10,Shannon Johnson,Initial,2,889169,100,A,Food_2015,2017-10-10T13:05:00Z,2017-10-10T14:40:00Z,1.5833333333333333
 PEACHCREST ELEMENTARY, 1530 JOY LANE, DECATUR,9,50,AM,11,55,AM,2017-10-23,Paula Spraggins exp 8/19/20,Routine,2,887229,97,A,Food_2015,2017-10-23T09:50:00Z,2017-10-23T11:55:00Z,2.0833333333333335
